site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,class,percentile,percent_median,percent_mean,url
03092450,"Michael J Kirwan Reservoir at Wayland OH",41.1567,-81.0795,05030103,EST,0,,"0000-00-00 00:00:00",984.94,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03092450
03092460,"West Branch Mahoning River at Wayland OH",41.157,-81.0718,05030103,EST,34.7,cfs,"2019-04-09 08:15:00",2.37,ft,"2019-04-09 08:15:00",0,15.99,28.44,22.2,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03092460
03093000,"Eagle Creek at Phalanx Station OH",41.2612,-80.9543,05030103,EST,134,cfs,"2019-04-09 08:00:00",5.32,ft,"2019-04-09 08:00:00",5,53.24,102.68,59.69,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03093000
03094000,"Mahoning River at Leavittsburg OH",41.2392,-80.8806,05030103,EST,330,cfs,"2019-04-09 08:15:00",3.09,ft,"2019-04-09 08:15:00",5,27.13,43.62,34.89,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03094000
03094704,"Mosquito Creek near Greene Center OH",41.4831,-80.7461,05030103,EST,8.52,cfs,"2019-04-09 08:45:00",5.22,ft,"2019-04-09 08:45:00",0,16.67,18.93,18.63,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03094704
03095000,"Mosquito Creek Lake near Cortland OH",41.2995,-80.7584,05030103,EST,0,,"0000-00-00 00:00:00",900.63,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03095000
03095500,"Mosquito Creek bl Mosquito Ck Dam nr Cortland OH",41.2998,-80.7584,05030103,EST,17.7,cfs,"2019-04-09 08:45:00",1.25,ft,"2019-04-09 08:45:00",0,23.76,10.06,9.45,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03095500
03098600,"Mahoning River below West Ave at Youngstown OH",41.1051,-80.6626,05030103,EST,531,cfs,"2019-04-09 08:15:00",1.82,ft,"2019-04-09 08:15:00",5,25.59,50.81,34.81,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03098600
03098700,"Crab Creek at Youngstown OH",41.1117,-80.6354,05030103,EST,1.5,cfs,"2000-09-30 23:00:00",4.57,ft,"2019-04-09 08:00:00",0,33.33,1.33,1.33,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03098700
03099500,"Mahoning River at Lowellville OH",41.0367,-80.5362,05030103,EST,733,cfs,"2019-04-09 08:00:00",3.1,ft,"2019-04-09 08:00:00",0,33.26,37.4,42.73,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03099500
03101500,"Shenango River at Pymatuning Dam, PA",41.4981,-80.4601,05030102,EST,288,cfs,"2019-04-09 08:45:00",5.25,ft,"2019-04-09 08:45:00",5,67.93,208.7,117.49,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03101500
03102500,"Little Shenango River at Greenville, PA",41.422,-80.3762,05030102,EST,141,cfs,"2019-04-09 08:15:00",2.15,ft,"2019-04-09 08:15:00",5,37.46,75.6,55.5,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03102500
03102850,"Shenango River near Transfer, PA",41.3537,-80.3978,05030102,EST,512,cfs,"2019-04-09 08:45:00",3.09,ft,"2019-04-09 08:45:00",5,50.65,102.61,80.28,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03102850
03102950,"Pymatuning Creek at Kinsman OH",41.4428,-80.5881,05030102,EST,87,cfs,"1994-09-30 23:00:00",6.07,ft,"2019-04-09 08:30:00",0,28.57,54.37,48.31,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03102950
03103400,"Shenango River Reservoir near Sharpsville, PA",41.2651,-80.4628,05030102,EST,0,,"0000-00-00 00:00:00",894.79,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03103400
03103500,"Shenango River at Sharpsville, PA",41.2662,-80.4726,05030102,EST,464,cfs,"2019-04-09 08:45:00",2.94,ft,"2019-04-09 08:45:00",5,25.58,47.18,36.11,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03103500
03104490,"Shenango River near West New Castle, PA",41.0181,-80.3633,05030102,EST,0,,"0000-00-00 00:00:00",6.64,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03104490
03105500,"Beaver River at Wampum, PA",40.8887,-80.337,05030104,EST,2040,cfs,"2019-04-09 08:00:00",4.23,ft,"2019-04-09 08:00:00",5,28.82,61.08,47.72,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03105500
03106000,"Connoquenessing Creek near Zelienople, PA",40.817,-80.2423,05030105,EST,297,cfs,"2019-04-09 08:15:00",2.32,ft,"2019-04-09 08:15:00",4,15.82,48.29,35.14,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03106000
03106280,"Lake Arthur at Moraine State Park, PA",40.9626,-80.1212,05030105,EST,0,,"0000-00-00 00:00:00",1190.6,ft,"2019-02-05 13:00:00",0,0,,,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03106280
03106300,"Muddy Creek near Portersville, PA",40.9631,-80.1251,05030105,EST,88.5,cfs,"2019-04-09 08:15:00",3.79,ft,"2019-04-09 08:15:00",5,44.6,91.95,73.01,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03106300
03106500,"Slippery Rock Creek at Wurtemburg, PA",40.884,-80.2337,05030105,EST,469,cfs,"2019-04-08 06:10:00",2.18,ft,"2019-04-05 07:30:00",0,17.47,59.22,48.85,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03106500
03107500,"Beaver River at Beaver Falls, PA",40.7634,-80.3151,05030104,EST,2940,cfs,"2019-04-09 08:15:00",5.57,ft,"2019-04-09 08:15:00",4,22.66,54.55,45.83,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03107500
03108000,"Raccoon Creek at Moffatts Mill, PA",40.6278,-80.3376,05030101,EST,175,cfs,"2019-04-09 08:30:00",2.24,ft,"2019-04-09 08:30:00",5,26.09,64.34,48.12,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03108000
03108490,"Ohio R ab Montgomery Dam & Locks at Ohioview, PA",40.649,-80.3834,05030101,EST,0,,"0000-00-00 00:00:00",12.83,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03108490
03108500,"Ohio River at Montgomery Lock & Dam, Lower Pool",40.6473,-80.3887,05030101,EST,0,,"0000-00-00 00:00:00",12.96,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03108500
03109500,"Little Beaver Creek near East Liverpool OH",40.6759,-80.5406,05030101,EST,600,cfs,"2019-04-09 08:00:00",4.01,ft,"2019-04-09 08:00:00",5,39.3,85.71,61.85,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03109500
03110000,"Yellow Creek near Hammondsville OH",40.5378,-80.7251,05030101,EST,153,cfs,"2019-04-09 08:00:00",2.12,ft,"2019-04-09 08:00:00",5,26.68,66.52,49.38,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03110000
03110685,"OHIO R AT NEW CUMBERLAND LOCK & DAM (UPPER), OH",40.5284,-80.6267,05030101,EST,0,,"0000-00-00 00:00:00",12.35,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03110685
03110690,"OHIO R AT NEW CUMBERLAND LOCK & DAM (LOWER), OH",40.5281,-80.6256,05030101,EST,0,,"0000-00-00 00:00:00",14.27,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03110690
03110830,"KINGS CREEK AT WEIRTON, WV",40.4356,-80.5926,05030101,EST,45.2,cfs,"2019-04-09 08:30:00",1.55,ft,"2019-04-09 08:30:00",0,15.93,56.93,41.91,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03110830
03111500,"Short Creek near Dillonvale OH",40.1934,-80.7342,05030106,EST,149,cfs,"2019-04-09 07:45:00",1.61,ft,"2019-04-09 07:45:00",5,32.15,74.5,59.69,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03111500
03111515,"OHIO R AT PIKE ISLAND DAM NR WHEELING (UPPER), WV",40.1529,-80.6998,05030106,EST,0,,"0000-00-00 00:00:00",13.01,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03111515
03111520,"OHIO R AT PIKE ISLAND LOCK & DAM (LOWER), WV",40.1498,-80.7015,05030106,EST,0,,"0000-00-00 00:00:00",14.09,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03111520
03111548,"Wheeling Creek below Blaine OH",40.067,-80.8084,05030106,EST,122,cfs,"2019-04-09 08:30:00",1.73,ft,"2019-04-09 08:30:00",5,36.95,81.33,69.13,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03111548
03111675,"Job Creek at Delphene, PA",39.8367,-80.3833,05030106,EST,Dis,cfs,"2018-10-20 22:35:00",Dis,ft,"2018-10-20 22:35:00",0,25,33.15,16.22,https://waterdata.usgs.gov/pa/nwis/uv?site_no=03111675
03111950,"DUNKARD FORK NEAR MAJORSVILLE, WV",39.9529,-80.5256,05030106,EST,0,,"0000-00-00 00:00:00",40.96,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03111950
03111955,"WHEELING CREEK NEAR MAJORSVILLE, WV",39.9533,-80.54,05030106,EST,Dis,cfs,"2018-04-25 10:45:00",0,,"0000-00-00 00:00:00",0,80.35,471.91,261.9,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03111955
03112000,"WHEELING CREEK AT ELM GROVE, WV",40.0445,-80.6609,05030106,EST,240,cfs,"2019-04-09 08:15:00",2.66,ft,"2019-04-09 08:15:00",4,23.64,52.98,34.09,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03112000
03112500,"OHIO RIVER AT WHEELING, WV",40.0573,-80.7284,05030106,EST,0,,"0000-00-00 00:00:00",16.41,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03112500
03113990,"Captina Creek at S.R. 148 at Armstrongs Mills OH",39.9067,-80.9359,05030106,EST,112,cfs,"2019-04-09 08:15:00",4.45,ft,"2019-04-09 08:15:00",0,25.33,59.1,32.55,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03113990
03114275,"OHIO RIVER AT HANNIBAL LOCK AND DAM (UPPER), OH",39.6676,-80.8659,05030201,EST,0,,"0000-00-00 00:00:00",12.85,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03114275
03114280,"OHIO RIVER AT HANNIBAL LOCK AND DAM (LOWER), OH",39.6673,-80.8659,05030201,EST,0,,"0000-00-00 00:00:00",12.6,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03114280
03114306,"OHIO RIVER ABOVE SARDIS, OH",39.6303,-80.8747,05030201,EST,23000,cfs,"2019-04-09 08:45:00",12.43,ft,"2019-04-09 08:45:00",0,20,23.63,25.89,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03114306
03114500,"MIDDLE ISLAND CREEK AT LITTLE, WV",39.4751,-80.9971,05030201,EST,236,cfs,"2019-04-09 08:30:00",3.1,ft,"2019-04-09 08:30:00",4,13.23,36.7,18.6,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03114500
03115400,"Little Muskingum River at Bloomfield OH",39.5631,-81.2037,05030201,EST,166,cfs,"2019-04-09 08:45:00",4.6,ft,"2019-04-09 08:45:00",4,22.04,67.21,28.99,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115400
03115644,"East Fork Duck Creek near Harrietsville OH",39.6129,-81.372,05030201,EST,81.1,cfs,"2019-04-09 08:30:00",4.09,ft,"2019-04-09 08:30:00",0,33.63,41.7,14.66,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115644
03115712,"West Fork Duck Creek at Macksburg OH",39.6316,-81.4608,05030201,EST,59.5,cfs,"2019-04-09 08:30:00",7.26,ft,"2019-04-09 08:30:00",0,31.17,39.14,16.97,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115712
03115786,"Duck Creek below Whipple OH",39.5089,-81.4231,05030201,EST,250,cfs,"2019-04-09 08:30:00",2.6,ft,"2019-04-09 08:30:00",0,34.58,51.33,19.24,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115786
03115917,"Tuscarawas River above Barberton OH",41.02,-81.5603,05040001,EST,55.9,cfs,"2019-04-09 08:45:00",3.88,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115917
03116077,"Chippewa Creek at Miller Rd at Sterling OH",40.9664,-81.8506,05040001,EST,75.1,cfs,"2019-04-09 08:30:00",2.38,ft,"2019-04-09 08:30:00",0,45.68,86.87,65.07,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03116077
03117000,"Tuscarawas River at Massillon OH",40.7703,-81.524,05040001,EST,613,cfs,"2019-04-09 08:15:00",2.62,ft,"2019-04-09 08:15:00",5,55.43,116.32,73.2,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03117000
03117500,"Sandy Creek at Waynesburg OH",40.6726,-81.2598,05040001,EST,362,cfs,"2019-04-09 08:00:00",2.4,ft,"2019-04-09 08:00:00",5,48.21,97.31,74.17,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03117500
03118000,"Middle Branch Nimishillen Creek at Canton OH",40.8414,-81.3537,05040001,EST,74.3,cfs,"2019-04-09 08:15:00",1.97,ft,"2019-04-09 08:15:00",6,75.83,161.52,109.91,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118000
03118050,"East Branch Nimishillen Creek at Louisville OH",40.8425,-81.2594,05040001,EST,0,,"0000-00-00 00:00:00",4.39,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118050
03118131,"E Branch Nimishillen Crk at Trump Ave nr Canton OH",40.8119,-81.3231,05040001,EST,45.1,cfs,"2019-04-09 08:30:00",4.25,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118131
03118209,"West Branch Nimishillen Creek at North Canton OH",40.8681,-81.3844,05040001,EST,0,,"0000-00-00 00:00:00",4,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118209
03118258,"Zimber Ditch at North Canton OH",40.8703,-81.4164,05040001,EST,0,,"0000-00-00 00:00:00",4.14,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118258
03118299,"W Br Nimishillen Crk at Tuscarawas St at Canton OH",40.8008,-81.3908,05040001,EST,64.2,cfs,"2019-04-09 08:30:00",4.22,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118299
03118500,"Nimishillen Creek at North Industry OH",40.7497,-81.3694,05040001,EST,245,cfs,"2019-04-09 08:15:00",4.34,ft,"2019-04-09 08:15:00",5,56.32,106.29,71.74,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118500
03119341,"McGuire Creek above Leesville Lake OH",40.4617,-81.1256,05040001,EST,0,,"0000-00-00 00:00:00",4.05,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03119341
03119971,"North Fork McGuire Creek near Carrollton OH",40.5133,-81.1128,05040001,EST,0,,"0000-00-00 00:00:00",2.36,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03119971
03119979,"Bear Hole Run near Carrollton OH",40.5289,-81.1369,05040001,EST,0,,"0000-00-00 00:00:00",1.76,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03119979
03120000,"Leesville Lake near Leesville OH",40.4709,-81.1943,05040001,EST,0,,"0000-00-00 00:00:00",962.95,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120000
03120500,"McGuire Creek near Leesville OH",40.4703,-81.1965,05040001,EST,52.3,cfs,"2019-04-09 08:15:00",3.54,ft,"2019-04-09 08:15:00",5,25.92,62.63,50.7,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120500
03120820,"Indian Fork at Dellroy OH",40.5536,-81.1847,05040001,EST,0,,"0000-00-00 00:00:00",6.14,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120820
03120869,"Willow Run near Dellroy OH",40.5781,-81.1928,05040001,EST,0,,"0000-00-00 00:00:00",4.07,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120869
03120961,"Unnamed Tributary near Dellroy OH",40.5681,-81.2572,05040001,EST,0,,"0000-00-00 00:00:00",5.67,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120961
03121000,"Atwood Lake near New Cumberland OH",40.5262,-81.2857,05040001,EST,0,,"0000-00-00 00:00:00",927.07,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03121000
03121500,"Indian Fork bl Atwood Dam near New Cumberland OH",40.5253,-81.2882,05040001,EST,4.25,cfs,"2019-04-09 08:45:00",5.74,ft,"2019-04-09 08:45:00",0,13.43,4.72,2.91,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03121500
03121850,"Huff Run at Mineral City OH",40.5973,-81.359,05040001,EST,2.98,cfs,"2015-11-08 23:45:00",2.01,ft,"2019-04-09 08:30:00",0,5.26,14.64,10.81,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03121850
03122500,"Tuscarawas River below Dover Dam near Dover OH",40.5298,-81.4298,05040001,EST,235,cfs,"1991-09-30 23:30:00",3.9,ft,"2019-04-09 08:00:00",0,12.5,11.75,8.45,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03122500
03124000,"Sugar Creek bl Beach City Dam near Beach City OH",40.6356,-81.5529,05040001,EST,14,cfs,"1991-09-30 23:00:00",2.59,ft,"2019-04-09 08:15:00",0,12.5,3.56,2.92,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03124000
03124500,"Sugar Creek at Strasburg OH",40.5876,-81.5232,05040001,EST,474,cfs,"2019-04-09 08:00:00",3.31,ft,"2019-04-09 08:00:00",5,58.18,107,81.63,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03124500
03124800,"Tuscarawas River at New Philadelphia OH",40.4809,-81.4482,05040001,EST,2430,cfs,"2019-04-09 08:00:00",2.71,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03124800
03125338,"Stillwater Creek above Piedmont Lake OH",40.0842,-81.1272,05040001,EST,0,,"0000-00-00 00:00:00",1.92,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03125338
03125500,"Piedmont Lake at Piedmont OH",40.192,-81.2157,05040001,EST,0,,"0000-00-00 00:00:00",913.06,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03125500
03125900,"Boggs Fork at Piedmont OH",40.1945,-81.2095,05040001,EST,19.4,cfs,"2019-04-09 08:45:00",2.09,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03125900
03126000,"Stillwater Creek at Piedmont OH",40.1948,-81.2154,05040001,EST,155,cfs,"2019-04-09 08:15:00",3.07,ft,"2019-04-09 08:15:00",0,47.86,84.93,69.63,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03126000
03126395,"Brushy Fork above Clendening Lake OH",40.2478,-81.1483,05040001,EST,0,,"0000-00-00 00:00:00",2.42,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03126395
03126500,"Clendening Lake at Tippecanoe OH",40.2695,-81.2784,05040001,EST,0,,"0000-00-00 00:00:00",898.57,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03126500
03126910,"Brushy Fork near Tippecanoe OH",40.2661,-81.2842,05040001,EST,82,cfs,"2019-04-09 08:15:00",7.28,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03126910
03127000,"Stillwater Creek at Tippecanoe OH",40.2703,-81.2904,05040001,EST,167,cfs,"2019-04-09 08:00:00",4.38,ft,"2019-04-09 08:00:00",0,24.67,27.79,22.92,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127000
03127500,"Stillwater Creek at Uhrichsville OH",40.3862,-81.3471,05040001,EST,22,cfs,"1991-09-30 23:00:00",0.96,ft,"2019-04-09 08:00:00",0,1.43,3.36,2.75,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127500
03127980,"Clear Fork above Tappan Lake OH",40.3386,-81.1139,05040001,EST,0,,"0000-00-00 00:00:00",2.19,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127980
03127986,"Standingstone Fork above Tappan Lake OH",40.3117,-81.1153,05040001,EST,0,,"0000-00-00 00:00:00",4.93,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127986
03127989,"Beaverdam Run above Tappan Lake OH",40.3469,-81.1267,05040001,EST,0,,"0000-00-00 00:00:00",0.68,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127989
03128000,"Tappan Lake at Tappan OH",40.3567,-81.2271,05040001,EST,0,,"0000-00-00 00:00:00",899.4,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03128000
03128500,"Little Stillwater Creek bl Tappan Dam at Tappan OH",40.357,-81.2301,05040001,EST,0,,"0000-00-00 00:00:00",4.24,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03128500
03129000,"Tuscarawas River at Newcomerstown OH",40.2615,-81.609,05040001,EST,3180,cfs,"2019-04-09 08:00:00",3.1,ft,"2019-04-09 08:00:00",5,36.93,82.38,66.38,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03129000
03129197,"Black Fork Mohican River at Shelby OH",40.8811,-82.6597,05040002,EST,16.4,cfs,"2019-04-09 08:15:00",6.14,ft,"2019-04-09 08:15:00",0,21.32,24.48,13.08,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03129197
03130000,"Black Fork below Charles Mill Dam near Mifflin OH",40.7378,-82.3632,05040002,EST,10,cfs,"1991-09-30 23:30:00",1.64,ft,"2019-04-09 08:00:00",0,11.11,1.76,1.59,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03130000
03131122,"Rocky Fork at Lucas OH",40.7036,-82.4144,05040002,EST,0,,"0000-00-00 00:00:00",4.32,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131122
03131300,"Black Fork at Melco OH",40.6978,-82.3602,05040002,EST,0,,"0000-00-00 00:00:00",6.3,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131300
03131500,"Black Fork at Loudonville OH",40.6359,-82.2393,05040002,EST,73,cfs,"1991-09-30 23:30:00",3.76,ft,"2019-04-09 08:30:00",0,12.5,8.6,8.97,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131500
03131898,"Clear Fork Reservoir near Lexington OH",40.6997,-82.6061,05040002,EST,0,,"0000-00-00 00:00:00",1201.61,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131898
03131965,"Cedar Fork above Bellville OH",40.6178,-82.5897,05040002,EST,0,,"0000-00-00 00:00:00",3.37,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131965
03131982,"Clear Fork Mohican River at Bellville OH",40.6233,-82.5111,05040002,EST,122,cfs,"2019-04-09 08:30:00",2.57,ft,"2019-04-09 08:30:00",0,33.33,34.32,34.32,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131982
03133500,"Clear Fork bl Pleasant Hill Dam nr Perrysville OH",40.6203,-82.3243,05040002,EST,37,cfs,"1991-09-30 23:30:00",1.93,ft,"2019-04-09 08:15:00",0,12.5,8.1,8.35,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03133500
03135000,"Lake Fork bl Mohicanville Dam near Mohicanville OH",40.7234,-82.1549,05040002,EST,25,cfs,"1993-09-30 23:30:00",6.25,ft,"2019-04-09 08:00:00",0,1.79,7.74,5.42,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03135000
03136500,"Kokosing River at Mount Vernon OH",40.4056,-82.4999,05040003,EST,292,cfs,"2019-04-09 08:15:00",3.63,ft,"2019-04-09 08:15:00",5,52.41,105.8,75.28,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03136500
03138500,"Walhonding River below Mohawk Dam at Nellie OH",40.3415,-82.0654,05040003,EST,204,cfs,"1991-09-30 23:00:00",7.76,ft,"2019-04-09 08:15:00",0,12.5,7.16,6.24,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03138500
03138791,"Little Killbuck Creek near Burbank OH",40.995,-82.0203,05040003,EST,0,,"0000-00-00 00:00:00",5.8,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03138791
03139000,"Killbuck Creek at Killbuck OH",40.4815,-81.986,05040003,EST,682,cfs,"2019-04-09 08:00:00",10.64,ft,"2019-04-09 08:00:00",5,50.2,100.59,81.32,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03139000
03139850,"Walhonding River below Randle OH",40.3092,-81.9068,05040003,EST,0,,"0000-00-00 00:00:00",3.67,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03139850
03140000,"Mill Creek near Coshocton OH",40.3628,-81.8624,05040003,EST,39.8,cfs,"2019-04-09 08:00:00",2.06,ft,"2019-04-09 08:00:00",5,55.45,104.74,64.48,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140000
03140500,"Muskingum River near Coshocton OH",40.2484,-81.8729,05040004,EST,7110,cfs,"2019-04-09 08:00:00",9.52,ft,"2019-04-09 08:00:00",5,41.09,87.78,72.61,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140500
03140853,"Seneca Fork above Senecaville Lake OH",39.8639,-81.3208,05040005,EST,0,,"0000-00-00 00:00:00",5.84,ft,"2019-04-09 08:15:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140853
03140900,"South Fork above Senecaville Lake OH",39.8528,-81.3286,05040005,EST,0,,"0000-00-00 00:00:00",3.92,ft,"2019-04-09 08:45:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140900
03140950,"Beaver Creek above Senecaville Lake OH",39.9014,-81.3194,05040005,EST,0,,"0000-00-00 00:00:00",4.45,ft,"2019-04-09 08:30:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140950
03141000,"Senecaville Lake near Senecaville OH",39.9254,-81.4348,05040005,EST,0,,"0000-00-00 00:00:00",829.56,ft,"2019-04-09 08:00:00",0,0,,,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03141000
