site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,class,percentile,percent_median,percent_mean,url
01556000,"Frankstown Br Juniata River at Williamsburg, PA",40.4631,-78.1997,02050302,EST,159,cfs,"2021-02-12 14:30:00",2.87,ft,"2021-02-12 14:30:00",4,20.78,47.39,32.89,https://waterdata.usgs.gov/monitoring-location/01556000
01557500,"Bald Eagle Creek at Tyrone, PA",40.6837,-78.2336,02050302,EST,37.7,cfs,"2021-02-12 14:30:00",0.64,ft,"2021-02-12 14:30:00",4,22.52,59.37,43.46,https://waterdata.usgs.gov/monitoring-location/01557500
01558000,"Little Juniata River at Spruce Creek, PA",40.6126,-78.1406,02050302,EST,117,cfs,"2021-02-12 14:15:00",2.03,ft,"2021-02-12 14:15:00",2,3.93,37.93,29.39,https://waterdata.usgs.gov/monitoring-location/01558000
01559000,"Juniata River at Huntingdon, PA",40.4848,-78.0189,02050302,EST,466,cfs,"2021-02-12 14:00:00",1.69,ft,"2021-02-12 14:00:00",4,20.42,46.69,39.74,https://waterdata.usgs.gov/monitoring-location/01559000
01559790,"Raystown Branch Juniata River at Wolfsburg, PA",40.0459,-78.5289,02050303,EST,0,,"0000-00-00 00:00:00",5.62,ft,"2021-02-12 14:00:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01559790
01560000,"Dunning Creek at Belden, PA",40.0717,-78.4925,02050303,EST,64.8,cfs,"2021-02-12 14:00:00",1.61,ft,"2021-02-12 14:00:00",4,12.29,33.23,23.06,https://waterdata.usgs.gov/monitoring-location/01560000
01562000,"Raystown Branch Juniata River at Saxton, PA",40.2159,-78.2653,02050303,EST,Ice,cfs,"2021-02-12 14:00:00",1.81,ft,"2021-02-12 14:00:00",0,20.46,43.67,30.33,https://waterdata.usgs.gov/monitoring-location/01562000
01563100,"Raystown Lake near Huntingdon, PA",40.4351,-78.0067,02050303,EST,0,,"0000-00-00 00:00:00",785.47,ft,"2021-02-12 14:00:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01563100
01563200,"Rays Br Juniata R bl Rays Dam nr Huntingdon, PA",40.429,-77.9911,02050303,EST,484,cfs,"2021-02-12 14:30:00",4.1,ft,"2021-02-12 14:30:00",4,14.29,52.49,38.17,https://waterdata.usgs.gov/monitoring-location/01563200
01563500,"Juniata River at Mapleton Depot, PA",40.3923,-77.935,02050304,EST,1040,cfs,"2021-02-12 14:15:00",3.19,ft,"2021-02-12 14:15:00",4,10.24,45.32,36.23,https://waterdata.usgs.gov/monitoring-location/01563500
01564500,"Aughwick Creek near Three Springs, PA",40.2126,-77.9253,02050304,EST,Ice,cfs,"2021-02-12 14:00:00",3.1,ft,"2021-02-12 14:00:00",0,18.21,33.6,24.54,https://waterdata.usgs.gov/monitoring-location/01564500
01564512,"Aughwick Creek near Shirleysburg, PA",40.282,-77.8906,02050304,EST,Ice,cfs,"2021-02-12 14:30:00",3.16,ft,"2021-02-12 14:30:00",0,25,14.02,14.94,https://waterdata.usgs.gov/monitoring-location/01564512
01564895,"Juniata River at Lewistown, PA",40.5945,-77.5825,02050304,EST,1150,cfs,"2021-02-12 14:30:00",3.7,ft,"2021-02-12 14:30:00",0,20,22.68,19.68,https://waterdata.usgs.gov/monitoring-location/01564895
01565000,"Kishacoquillas Creek at Reedsville, PA",40.6548,-77.5831,02050304,EST,80.5,cfs,"2021-02-12 14:00:00",2.26,ft,"2021-02-12 14:00:00",4,19.06,39.75,36.29,https://waterdata.usgs.gov/monitoring-location/01565000
01566000,"Tuscarora Creek near Port Royal, PA",40.5154,-77.4192,02050304,EST,Ice,cfs,"2021-02-12 14:00:00",3.69,ft,"2021-02-12 14:00:00",0,25.67,54.59,33.71,https://waterdata.usgs.gov/monitoring-location/01566000
01567000,"Juniata River at Newport, PA",40.4784,-77.1292,02050304,EST,1500,cfs,"2021-02-12 14:00:00",3.85,ft,"2021-02-12 14:00:00",4,12.72,43.29,33.97,https://waterdata.usgs.gov/monitoring-location/01567000
01567500,"Bixler Run near Loysville, PA",40.3709,-77.4022,02050305,EST,6.59,cfs,"2021-02-12 14:00:00",3.03,ft,"2021-02-12 14:00:00",4,11.8,43.93,34.07,https://waterdata.usgs.gov/monitoring-location/01567500
01568000,"Sherman Creek at Shermans Dale, PA",40.3234,-77.1689,02050305,EST,Ice,cfs,"2021-02-12 14:15:00",1.25,ft,"2021-02-12 14:15:00",0,10.17,36.13,28.34,https://waterdata.usgs.gov/monitoring-location/01568000
01569460,"Big Spring Creek at Big Spring, PA",40.1295,-77.4072,02050305,EST,22.1,cfs,"2021-02-12 14:00:00",1,ft,"2021-02-12 14:00:00",0,19.47,78.37,75.04,https://waterdata.usgs.gov/monitoring-location/01569460
01570000,"Conodoguinet Creek near Hogestown, PA",40.2522,-77.0211,02050305,EST,251,cfs,"2021-02-12 14:30:00",1.68,ft,"2021-02-12 14:30:00",4,16.14,56.28,40.62,https://waterdata.usgs.gov/monitoring-location/01570000
01570500,"Susquehanna River at Harrisburg, PA",40.2548,-76.8861,02050305,EST,Ice,cfs,"2021-02-12 14:00:00",3.8,ft,"2021-02-12 14:00:00",0,17.27,51.6,36.37,https://waterdata.usgs.gov/monitoring-location/01570500
01571005,"Paxton Creek near Glenwood, PA",40.3061,-76.8556,02050305,EST,5.88,cfs,"2021-02-12 14:15:00",2.21,ft,"2021-02-12 14:15:00",0,11.11,36.64,25.36,https://waterdata.usgs.gov/monitoring-location/01571005
01571184,"Mountain Creek near Pine Grove Furnace, PA",40.0309,-77.3086,02050305,EST,8.02,cfs,"2021-02-12 14:45:00",4.15,ft,"2021-02-12 14:45:00",0,6.25,33.14,30.58,https://waterdata.usgs.gov/monitoring-location/01571184
01571500,"Yellow Breeches Creek near Camp Hill, PA",40.2248,-76.898,02050305,EST,157,cfs,"2021-02-12 14:45:00",1.07,ft,"2021-02-12 14:45:00",4,11.75,57.51,50.28,https://waterdata.usgs.gov/monitoring-location/01571500
01572025,"Swatara Creek near Pine Grove, PA",40.5326,-76.4022,02050305,EST,80.7,cfs,"2021-02-12 14:30:00",3.28,ft,"2021-02-12 14:30:00",4,16.43,52.75,38.66,https://waterdata.usgs.gov/monitoring-location/01572025
01572190,"Swatara Creek near Inwood, PA",40.4793,-76.5308,02050305,EST,Ice,cfs,"2021-02-12 14:15:00",2.58,ft,"2021-02-12 14:15:00",0,25.49,57.46,43.78,https://waterdata.usgs.gov/monitoring-location/01572190
01573000,"Swatara Creek at Harper Tavern, PA",40.4026,-76.5772,02050305,EST,Ice,cfs,"2021-02-12 14:15:00",0.58,ft,"2021-02-12 14:15:00",0,12.2,46.58,27.15,https://waterdata.usgs.gov/monitoring-location/01573000
01573160,"Quittapahilla Creek near Bellegrove, PA",40.3426,-76.5619,02050305,EST,72.2,cfs,"2021-02-12 14:15:00",3.46,ft,"2021-02-12 14:15:00",0,31.48,64.46,64.39,https://waterdata.usgs.gov/monitoring-location/01573160
01573560,"Swatara Creek near Hershey, PA",40.2984,-76.6677,02050305,EST,336,cfs,"2021-02-12 14:45:00",1.84,ft,"2021-02-12 14:45:00",4,18.69,53.42,39.19,https://waterdata.usgs.gov/monitoring-location/01573560
01573600,"Swatara Creek at Middletown, PA",40.1926,-76.7279,02050305,EST,0,,"0000-00-00 00:00:00",5.22,ft,"2021-02-12 14:15:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01573600
01573660,"Fishing Creek at Goldsboro, PA",40.1533,-76.7556,02050305,EST,Ice,cfs,"2021-02-12 14:00:00",2.24,ft,"2021-02-12 14:00:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01573660
01573695,"Conewago Creek near Bellaire, PA",40.1953,-76.5678,02050305,EST,Ice,cfs,"2021-02-12 14:45:00",0.33,ft,"2021-02-12 14:45:00",0,10,27.84,23.04,https://waterdata.usgs.gov/monitoring-location/01573695
01573710,"Conewago Creek near Falmouth, PA",40.1493,-76.6878,02050305,EST,Ice,cfs,"2021-02-12 14:00:00",3.94,ft,"2021-02-12 14:00:00",0,13.53,31.63,23.53,https://waterdata.usgs.gov/monitoring-location/01573710
01573825,"West Conewago Creek at East Berlin, PA",39.9412,-76.99,02050306,EST,Ice,cfs,"2021-02-12 14:45:00",2.99,ft,"2021-02-12 14:45:00",0,6.61,28.91,23.84,https://waterdata.usgs.gov/monitoring-location/01573825
01573849,"Bermudian Creek at Oxford Road nr Heidlersburg, PA",39.9802,-77.1546,02050306,EST,6.43,cfs,"2021-02-12 14:30:00",2.04,ft,"2021-02-12 14:30:00",0,5.88,42.44,34.51,https://waterdata.usgs.gov/monitoring-location/01573849
01574000,"West Conewago Creek near Manchester, PA",40.0809,-76.7181,02050306,EST,Ice,cfs,"2021-02-12 14:00:00",2.86,ft,"2021-02-12 14:00:00",0,18.14,40.32,28.01,https://waterdata.usgs.gov/monitoring-location/01574000
01574500,"Codorus Creek at Spring Grove, PA",39.8787,-76.8533,02050306,EST,17.1,cfs,"2021-02-12 14:00:00",1.94,ft,"2021-02-12 14:00:00",1,1.79,21.92,14.07,https://waterdata.usgs.gov/monitoring-location/01574500
01574700,"Indian Rock Dam near York, PA",39.9229,-76.7536,02050306,EST,0,,"0000-00-00 00:00:00",374.91,ft,"2021-02-12 14:00:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01574700
01575500,"Codorus Creek near York, PA",39.9462,-76.7552,02050306,EST,114,cfs,"2021-02-12 14:00:00",2.34,ft,"2021-02-12 14:00:00",4,17.32,50.11,34.22,https://waterdata.usgs.gov/monitoring-location/01575500
01575585,"Codorus Creek at Pleasureville, PA",40.0187,-76.693,02050306,EST,165,cfs,"2021-02-12 14:45:00",2.03,ft,"2021-02-12 14:45:00",0,13.06,34.45,20.14,https://waterdata.usgs.gov/monitoring-location/01575585
01575598,"Codorus Creek near Saginaw, PA",40.0522,-76.6544,02050306,EST,196,cfs,"2021-02-12 14:45:00",2.04,ft,"2021-02-12 14:45:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01575598
01575900,"Chickies Creek near Marietta, PA",40.0629,-76.5155,02050306,EST,83.6,cfs,"2021-02-12 14:15:00",2.78,ft,"2021-02-12 14:15:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01575900
01576000,"Susquehanna River at Marietta, PA",40.0545,-76.5308,02050306,EST,15200,cfs,"2021-02-12 14:30:00",34.68,ft,"2021-02-12 14:30:00",4,17.3,51.79,41.29,https://waterdata.usgs.gov/monitoring-location/01576000
01576007,"Kreutz Creek at Strickler, PA",40.0142,-76.5481,02050306,EST,24,cfs,"2021-02-12 14:45:00",1.82,ft,"2021-02-12 14:45:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01576007
01576045,"Fishing Creek at Craley, PA",39.9419,-76.5003,02050306,EST,9.44,cfs,"2021-02-12 14:00:00",4.07,ft,"2021-02-12 14:00:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01576045
01576500,"Conestoga River at Lancaster, PA",40.0501,-76.2772,02050306,EST,274,cfs,"2021-02-12 14:30:00",3.62,ft,"2021-02-12 14:30:00",5,30.53,68.84,52.95,https://waterdata.usgs.gov/monitoring-location/01576500
01576754,"Conestoga River at Conestoga, PA",39.9465,-76.3677,02050306,EST,455,cfs,"2021-02-12 14:30:00",1.82,ft,"2021-02-12 14:30:00",5,28.11,70.43,51.18,https://waterdata.usgs.gov/monitoring-location/01576754
01576767,"Pequea Creek near Ronks, PA",40.0092,-76.1622,02050306,EST,86.3,cfs,"2021-02-12 14:30:00",2.8,ft,"2021-02-12 14:30:00",0,28.06,72.22,72.89,https://waterdata.usgs.gov/monitoring-location/01576767
01576787,"Pequea Creek at Martic Forge, PA",39.9059,-76.3283,02050306,EST,173,cfs,"2021-02-12 14:45:00",4.08,ft,"2021-02-12 14:45:00",0,45.51,80.47,78.84,https://waterdata.usgs.gov/monitoring-location/01576787
01577500,"Muddy Creek at Castle Fin, PA",39.7726,-76.3158,02050306,EST,138,cfs,"2021-02-12 14:30:00",3.43,ft,"2021-02-12 14:30:00",0,39.58,92,75.02,https://waterdata.usgs.gov/monitoring-location/01577500
01578310,"SUSQUEHANNA RIVER AT CONOWINGO, MD",39.6579,-76.1744,02050306,EST,26400,cfs,"2021-02-12 14:30:00",12.29,ft,"2021-02-12 14:30:00",5,36.49,76.52,65,https://waterdata.usgs.gov/monitoring-location/01578310
01578475,"Octoraro Creek near Richardsmere, MD",39.7068,-76.1152,02050306,EST,217,cfs,"2021-02-12 14:45:00",3.18,ft,"2021-02-12 14:45:00",0,40.05,83.46,72.36,https://waterdata.usgs.gov/monitoring-location/01578475
01580000,"DEER CREEK AT ROCKS, MD",39.63,-76.4033,02050306,EST,107,cfs,"2021-02-12 14:15:00",2.37,ft,"2021-02-12 14:15:00",5,43.01,89.92,63.04,https://waterdata.usgs.gov/monitoring-location/01580000
01580520,"DEER CREEK NEAR DARLINGTON, MD",39.6174,-76.1919,02050306,EST,211,cfs,"2021-02-12 14:15:00",1.92,ft,"2021-02-12 14:15:00",0,42.64,86.83,87.38,https://waterdata.usgs.gov/monitoring-location/01580520
01580620,"CHES BAY AT MOUTH OF SUS R AT HAVRE DE GRACE, MD",39.5378,-76.0896,02060003,EST,0,,"0000-00-00 00:00:00",-0.08,ft,"2021-02-12 14:00:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01580620
01580700,"SWAN CREEK AT SWAN CREEK, MD",39.5226,-76.1423,02060003,EST,14.2,cfs,"2021-02-12 14:15:00",3.28,ft,"2021-02-12 14:15:00",0,50.97,108.4,57.91,https://waterdata.usgs.gov/monitoring-location/01580700
01581500,"BYNUM RUN AT BEL AIR, MD",39.5415,-76.3301,02060003,EST,9.44,cfs,"2021-02-12 14:15:00",0.72,ft,"2021-02-12 14:15:00",5,51.78,105.71,73.35,https://waterdata.usgs.gov/monitoring-location/01581500
01581649,"JAMES RUN NEAR BELCAMP, MD",39.4922,-76.2591,02060003,EST,11.6,cfs,"2021-02-12 14:30:00",3.22,ft,"2021-02-12 14:30:00",0,60.14,111.54,86.37,https://waterdata.usgs.gov/monitoring-location/01581649
01581700,"WINTERS RUN NEAR BENSON, MD",39.5199,-76.373,02060003,EST,42.9,cfs,"2021-02-12 14:15:00",1.79,ft,"2021-02-12 14:15:00",5,37.96,87.02,46.78,https://waterdata.usgs.gov/monitoring-location/01581700
01581750,"WINTERS RUN HD OF OTTER PT CREEK NEAR BEL AIR, MD",39.5155,-76.3688,02060003,EST,46.9,cfs,"2021-02-12 14:45:00",1.59,ft,"2021-02-12 14:45:00",0,34.4,65.09,55.16,https://waterdata.usgs.gov/monitoring-location/01581750
01581752,"PLUMTREE RUN NEAR BEL AIR, MD",39.4963,-76.3474,02060003,EST,2.86,cfs,"2021-02-12 14:25:00",1.17,ft,"2021-02-12 14:25:00",0,63.17,120.68,77.72,https://waterdata.usgs.gov/monitoring-location/01581752
01581810,"GUNPOWDER FALLS AT HOFFMANVILLE, MD",39.6898,-76.7815,02060003,EST,18.9,cfs,"2021-02-12 14:15:00",1.29,ft,"2021-02-12 14:15:00",0,10.77,52.35,49,https://waterdata.usgs.gov/monitoring-location/01581810
01581830,"GRAVE RUN NEAR BECKLEYSVILLE, MD",39.6548,-76.7809,02060003,EST,5.46,cfs,"2021-02-12 14:00:00",-0.45,ft,"2021-02-12 14:00:00",0,11.14,46.67,47.77,https://waterdata.usgs.gov/monitoring-location/01581830
01581870,"GEORGES RUN NEAR BECKLEYSVILLE, MD",39.6257,-76.7726,02060003,EST,Eqp,cfs,"2021-02-12 03:15:00",Eqp,ft,"2021-02-12 03:15:00",0,31.88,70.56,69.81,https://waterdata.usgs.gov/monitoring-location/01581870
01581920,"GUNPOWDER FALLS NEAR PARKTON, MD",39.6191,-76.6904,02060003,EST,53.5,cfs,"2021-02-12 14:00:00",1.74,ft,"2021-02-12 14:00:00",0,28.92,62.28,52.23,https://waterdata.usgs.gov/monitoring-location/01581920
01581960,"BEETREE RUN AT BENTLEY SPRINGS, MD",39.673,-76.675,02060003,EST,7.93,cfs,"2021-02-12 14:15:00",0.78,ft,"2021-02-12 14:15:00",0,12.63,58.74,56.16,https://waterdata.usgs.gov/monitoring-location/01581960
01582000,"LITTLE FALLS AT BLUE MOUNT, MD",39.6041,-76.6205,02060003,EST,54.1,cfs,"2021-02-12 14:15:00",0.44,ft,"2021-02-12 14:15:00",5,30.31,75.14,58.79,https://waterdata.usgs.gov/monitoring-location/01582000
01582500,"GUNPOWDER FALLS AT GLENCOE, MD",39.5497,-76.6361,02060003,EST,148,cfs,"2021-02-12 14:20:00",1.45,ft,"2021-02-12 14:20:00",5,37.43,64.91,55.53,https://waterdata.usgs.gov/monitoring-location/01582500
01583100,"PINEY RUN AT DOVER, MD",39.5206,-76.7669,02060003,EST,11.3,cfs,"2021-02-12 14:45:00",1.59,ft,"2021-02-12 14:45:00",0,36.5,70.62,30.06,https://waterdata.usgs.gov/monitoring-location/01583100
01583500,"WESTERN RUN AT WESTERN RUN, MD",39.5108,-76.6765,02060003,EST,62.4,cfs,"2021-02-12 14:35:00",1.22,ft,"2021-02-12 14:35:00",5,40.95,86.67,59.03,https://waterdata.usgs.gov/monitoring-location/01583500
01583570,"POND BRANCH AT OREGON RIDGE, MD",39.4803,-76.6875,02060003,EST,0.185,cfs,"2021-02-12 14:40:00",1.24,ft,"2021-02-12 14:40:00",0,67.5,142.31,102.78,https://waterdata.usgs.gov/monitoring-location/01583570
01583580,"BAISMAN RUN AT BROADMOOR, MD",39.4795,-76.678,02060003,EST,1.52,cfs,"2021-02-12 14:25:00",1.27,ft,"2021-02-12 14:25:00",0,58.12,126.67,92.12,https://waterdata.usgs.gov/monitoring-location/01583580
01583600,"BEAVERDAM RUN AT COCKEYSVILLE, MD",39.4856,-76.6457,02060003,EST,25.5,cfs,"2021-02-12 14:25:00",2.07,ft,"2021-02-12 14:25:00",5,48.71,98.08,53.49,https://waterdata.usgs.gov/monitoring-location/01583600
01583800,"LONG QUARTER BRANCH AT LUTHERVILLE, MD",39.4256,-76.5962,02060003,EST,2.17,cfs,"2021-02-12 14:30:00",1.05,ft,"2021-02-12 14:30:00",0,56.41,126.9,43.4,https://waterdata.usgs.gov/monitoring-location/01583800
01584050,"LONG GREEN CREEK AT GLEN ARM, MD",39.4547,-76.4789,02060003,EST,12.5,cfs,"2021-02-12 14:15:00",1.31,ft,"2021-02-12 14:15:00",5,58,114.68,74.49,https://waterdata.usgs.gov/monitoring-location/01584050
01584500,"LITTLE GUNPOWDER FALLS AT LAUREL BROOK, MD",39.5054,-76.4318,02060003,EST,51.7,cfs,"2021-02-12 14:15:00",1.53,ft,"2021-02-12 14:15:00",5,67.27,123.1,103.21,https://waterdata.usgs.gov/monitoring-location/01584500
01585075,"FOSTER BRANCH NEAR JOPPATOWNE, MD",39.4085,-76.3426,02060003,EST,1.22,cfs,"2021-02-12 14:35:00",1.92,ft,"2021-02-12 14:35:00",0,20,28.71,17.6,https://waterdata.usgs.gov/monitoring-location/01585075
01585090,"WHITEMARSH RUN NEAR FULLERTON, MD",39.3796,-76.4958,02060003,EST,2.84,cfs,"2021-02-12 14:50:00",1.33,ft,"2021-02-12 14:50:00",0,65,119.83,65.74,https://waterdata.usgs.gov/monitoring-location/01585090
01585100,"WHITEMARSH RUN AT WHITE MARSH, MD",39.3708,-76.4461,02060003,EST,6.3,cfs,"2021-02-12 14:45:00",3.34,ft,"2021-02-12 14:45:00",5,42.74,89.49,33.65,https://waterdata.usgs.gov/monitoring-location/01585100
01585104,"HONEYGO RUN NEAR WHITE MARSH, MD",39.383,-76.433,02060003,EST,2.32,cfs,"2021-02-12 14:45:00",0.59,ft,"2021-02-12 14:45:00",0,56.79,108.41,51.67,https://waterdata.usgs.gov/monitoring-location/01585104
01585175,"UNNAMED DITCH ON WILSON PT RD AT MIDDLE RIVER, MD",39.3323,-76.4278,02060003,EST,0,,"0000-00-00 00:00:00",6.62,ft,"2021-02-12 14:34:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01585175
01585200,"WEST BRANCH HERRING RUN AT IDLEWYLDE, MD",39.3736,-76.5843,02060003,EST,1.79,cfs,"2021-02-12 14:05:00",1.14,ft,"2021-02-12 14:05:00",5,61.5,119.33,54.08,https://waterdata.usgs.gov/monitoring-location/01585200
01585219,"HERRING RUN AT SINCLAIR LANE AT BALTIMORE, MD",39.318,-76.5551,02060003,EST,21.7,cfs,"2021-02-12 14:50:00",4.16,ft,"2021-02-12 14:50:00",0,14.29,53.19,32.91,https://waterdata.usgs.gov/monitoring-location/01585219
01585225,"MOORES RUN TRIB. NEAR TODD AVE AT BALTIMORE, MD",39.3367,-76.5406,02060003,EST,0.07,cfs,"2021-02-12 14:49:00",2.53,ft,"2021-02-12 14:49:00",0,47.5,87.5,29.17,https://waterdata.usgs.gov/monitoring-location/01585225
01585230,"MOORES RUN AT RADECKE AVE AT BALTIMORE, MD",39.3301,-76.5349,02060003,EST,1.78,cfs,"2021-02-12 14:50:00",1.65,ft,"2021-02-12 14:50:00",0,56.04,119.46,39.82,https://waterdata.usgs.gov/monitoring-location/01585230
01585500,"CRANBERRY BRANCH NEAR WESTMINSTER, MD",39.5927,-76.9682,02060003,EST,2.46,cfs,"2021-02-12 14:15:00",1.45,ft,"2021-02-12 14:15:00",5,37.5,86.32,40.73,https://waterdata.usgs.gov/monitoring-location/01585500
01586000,"NORTH BRANCH PATAPSCO RIVER AT CEDARHURST, MD",39.503,-76.8844,02060003,EST,46.7,cfs,"2021-02-12 14:00:00",1.56,ft,"2021-02-12 14:00:00",5,32.58,73.54,48.85,https://waterdata.usgs.gov/monitoring-location/01586000
01586210,"BEAVER RUN NEAR FINKSBURG, MD",39.4894,-76.9029,02060003,EST,10.4,cfs,"2021-02-12 14:00:00",0.94,ft,"2021-02-12 14:00:00",4,16.09,57.78,32.04,https://waterdata.usgs.gov/monitoring-location/01586210
01586610,"MORGAN RUN NEAR LOUISVILLE, MD",39.4519,-76.9553,02060003,EST,24.7,cfs,"2021-02-12 14:00:00",1.7,ft,"2021-02-12 14:00:00",5,35.63,71.18,45.62,https://waterdata.usgs.gov/monitoring-location/01586610
01589000,"PATAPSCO RIVER AT HOLLOFIELD, MD",39.3103,-76.7924,02060003,EST,135,cfs,"2021-02-12 14:15:00",1.77,ft,"2021-02-12 14:15:00",5,43.91,75,47.88,https://waterdata.usgs.gov/monitoring-location/01589000
01589025,"PATAPSCO RIVER NEAR CATONSVILLE, MD",39.2513,-76.7638,02060003,EST,154,cfs,"2021-02-12 14:30:00",10.97,ft,"2021-02-12 14:30:00",0,29.21,52.2,43.53,https://waterdata.usgs.gov/monitoring-location/01589025
01589035,"PATAPSCO RIVER NEAR ELKRIDGE, MD",39.2273,-76.723,02060003,EST,155,cfs,"2021-02-12 14:00:00",6.02,ft,"2021-02-12 14:00:00",0,28.06,44.67,40.06,https://waterdata.usgs.gov/monitoring-location/01589035
01589100,"EAST BRANCH HERBERT RUN AT ARBUTUS, MD",39.24,-76.6922,02060003,EST,1.53,cfs,"2021-02-12 14:40:00",1.05,ft,"2021-02-12 14:40:00",5,31.5,80.53,34.3,https://waterdata.usgs.gov/monitoring-location/01589100
01589197,"GWYNNS FALLS NEAR DELIGHT, MD",39.4429,-76.7834,02060003,EST,3.18,cfs,"2021-02-12 14:45:00",0,ft,"2021-02-12 14:45:00",0,39.21,92.44,67.8,https://waterdata.usgs.gov/monitoring-location/01589197
01589230,"RED RUN NEAR OWINGS MILLS, MD",39.4046,-76.7796,02060003,EST,7.11,cfs,"2021-02-12 14:05:00",1.24,ft,"2021-02-12 14:05:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01589230
01589290,"SCOTTS LEVEL BRANCH AT ROCKDALE, MD",39.3616,-76.7617,02060003,EST,1.86,cfs,"2021-02-12 14:50:00",0.8,ft,"2021-02-12 14:50:00",0,38.64,79.49,38.59,https://waterdata.usgs.gov/monitoring-location/01589290
01589300,"GWYNNS FALLS AT VILLA NOVA, MD",39.3459,-76.7332,02060003,EST,29.9,cfs,"2021-02-12 14:30:00",1.05,ft,"2021-02-12 14:30:00",5,48.57,98.03,48.47,https://waterdata.usgs.gov/monitoring-location/01589300
01589312,"DEAD RUN NEAR CATONSVILLE, MD",39.2959,-76.7441,02060003,EST,0.23,cfs,"2021-02-12 14:35:00",0.47,ft,"2021-02-12 14:35:00",0,15,43.4,17.16,https://waterdata.usgs.gov/monitoring-location/01589312
01589315,"DEAD RUN AT WOODLAWN, MD",39.3133,-76.7321,02060003,EST,1.86,cfs,"2021-02-12 14:35:00",0.36,ft,"2021-02-12 14:35:00",0,57.24,137.78,38.75,https://waterdata.usgs.gov/monitoring-location/01589315
01589316,"DEAD RUN TRIBUTARY NEAR WOODLAWN, MD",39.3189,-76.7507,02060003,EST,0.4,cfs,"2021-02-12 14:35:00",0.31,ft,"2021-02-12 14:35:00",0,43.75,83.33,28.57,https://waterdata.usgs.gov/monitoring-location/01589316
01589317,"TRIBUTARY TO DEAD RUN TRIBUTARY AT WOODLAWN, MD",39.327,-76.7451,02060003,EST,0.37,cfs,"2021-02-12 14:35:00",0.53,ft,"2021-02-12 14:35:00",0,51.5,108.82,33.94,https://waterdata.usgs.gov/monitoring-location/01589317
01589320,"DEAD RUN TRIBUTARY AT WOODLAWN, MD",39.3181,-76.7358,02060003,EST,1.74,cfs,"2021-02-12 14:35:00",2.86,ft,"2021-02-12 14:35:00",0,62.36,129.85,36.02,https://waterdata.usgs.gov/monitoring-location/01589320
01589330,"DEAD RUN AT FRANKLINTOWN, MD",39.3112,-76.7166,02060003,EST,3.7,cfs,"2021-02-12 14:40:00",0.66,ft,"2021-02-12 14:40:00",5,56.34,112.12,36.06,https://waterdata.usgs.gov/monitoring-location/01589330
01589352,"GWYNNS FALLS AT WASHINGTON BLVD AT BALTIMORE, MD",39.2715,-76.6486,02060003,EST,53.8,cfs,"2021-02-12 14:20:00",2.38,ft,"2021-02-12 14:20:00",0,44.77,86.29,58.04,https://waterdata.usgs.gov/monitoring-location/01589352
01589440,"JONES FALLS AT SORRENTO, MD",39.3917,-76.6609,02060003,EST,21.8,cfs,"2021-02-12 14:45:00",3.69,ft,"2021-02-12 14:45:00",5,32.18,77.86,50.59,https://waterdata.usgs.gov/monitoring-location/01589440
01589500,"SAWMILL CREEK AT GLEN BURNIE, MD",39.17,-76.6306,02060003,EST,8.43,cfs,"2021-02-12 14:45:00",2.07,ft,"2021-02-12 14:45:00",6,81.23,157.57,137.3,https://waterdata.usgs.gov/monitoring-location/01589500
01589795,"SOUTH FORK JABEZ BRANCH AT MILLERSVILLE, MD",39.0682,-76.6515,02060004,EST,0.51,cfs,"2021-02-12 14:55:00",3.77,ft,"2021-02-12 14:55:00",0,76.79,141.67,124.39,https://waterdata.usgs.gov/monitoring-location/01589795
01591000,"PATUXENT RIVER NEAR UNITY, MD",39.2383,-77.0557,02060006,EST,36.3,cfs,"2021-02-12 14:55:00",2.35,ft,"2021-02-12 14:55:00",5,40.94,86.43,63.3,https://waterdata.usgs.gov/monitoring-location/01591000
01591400,"CATTAIL CREEK NEAR GLENWOOD, MD",39.256,-77.0511,02060006,EST,24.5,cfs,"2021-02-12 14:45:00",0.95,ft,"2021-02-12 14:45:00",5,51.5,106.52,50.02,https://waterdata.usgs.gov/monitoring-location/01591400
01591610,"PATUXENT RIVER BELOW BRIGHTON DAM NEAR BRIGHTON,MD",39.1922,-77.0044,02060006,EST,44.8,cfs,"2021-02-12 14:45:00",1.68,ft,"2021-02-12 14:45:00",5,33.24,71.45,52.91,https://waterdata.usgs.gov/monitoring-location/01591610
